Risk ID,Risk Title,Risk Description,Category,Department,Risk Owner,Date Identified,Likelihood,Impact,Inherent Risk Score,Inherent Risk Level,Existing Controls,Control Effectiveness Label,Control Effectiveness Score,Residual Risk Score,Residual Risk Level,Treatment Plan,Target Date,Status,KRI,Notes
ERM-0362,Revenue Instability, Risk related to revenue instability,Financial Risk,Finance,Operations Manager,4/12/26,3,1,3,Low,Standard internal controls in place,Weak,0.25,2.25,Low,Transfer,10/28/24,Open,3 incidents/month, dataset
ERM-0363,Regulatory Breach, Risk related to regulatory breach,Compliance Risk,Operations,Compliance Officer,7/23/23,3,2,6,Moderate,Standard internal controls in place,Very Strong,0.9,0.6,Low,Transfer,3/13/25,Closed,21 incidents/month, dataset
ERM-0364,Data Breach, Risk related to data breach,Cyber Risk,Strategy,Operations Manager,10/1/23,5,2,10,High,Standard internal controls in place,Moderate,0.5,5,Moderate,Accept,12/7/23,Mitigated,9 incidents/month, dataset
ERM-0365,Reporting Non-compliance, Risk related to reporting non-compliance,Compliance Risk,HR,Internal Auditor,7/22/24,1,3,3,Low,Standard internal controls in place,Strong,0.75,0.75,Low,Avoid,9/18/24,Closed,36 incidents/month, dataset
ERM-0366,Ransomware Attack, Risk related to ransomware attack,Cyber Risk,Finance,HR Manager,5/2/26,1,4,4,Low,Standard internal controls in place,Weak,0.25,3,Low,Transfer,7/20/24,Open,30 incidents/month, dataset
ERM-0367,Service Failure, Risk related to service failure,Reputational Risk,ICT,Compliance Officer,7/22/23,5,5,25,Extreme,Standard internal controls in place,Very Strong,0.9,2.5,Low,Reduce,6/29/23,Closed,0 incidents/month, dataset
ERM-0368,Policy Misalignment, Risk related to policy misalignment,Strategic Risk,ICT,Head of ICT,7/26/25,2,4,8,Moderate,Standard internal controls in place,Moderate,0.5,4,Low,Transfer,8/19/24,Closed,24 incidents/month, dataset
ERM-0369,Revenue Instability, Risk related to revenue instability,Financial Risk,Procurement,Internal Auditor,9/5/25,4,2,8,Moderate,Standard internal controls in place,Weak,0.25,6,Moderate,Avoid,5/23/26,Mitigated,16 incidents/month, dataset
ERM-0370,Data Breach, Risk related to data breach,Cyber Risk,Strategy,Head of ICT,12/1/24,5,4,20,Extreme,Standard internal controls in place,Weak,0.25,15,Extreme,Reduce,9/7/23,Open,48 incidents/month, dataset
ERM-0371,Liquidity Shortfall, Risk related to liquidity shortfall,Financial Risk,Operations,Internal Auditor,8/18/26,4,5,20,Extreme,Standard internal controls in place,Very Strong,0.9,2,Low,Accept,4/22/26,Under Review,15 incidents/month, dataset
ERM-0372,Revenue Instability, Risk related to revenue instability,Financial Risk,Compliance,Compliance Officer,11/19/24,2,2,4,Low,Standard internal controls in place,Strong,0.75,1,Low,Transfer,4/22/24,Mitigated,4 incidents/month, dataset
ERM-0373,Phishing Attack, Risk related to phishing attack,Cyber Risk,Finance,Internal Auditor,5/23/24,3,5,15,Extreme,Standard internal controls in place,Very Strong,0.9,1.5,Low,Reduce,2/10/25,Mitigated,27 incidents/month, dataset
ERM-0374,Service Failure, Risk related to service failure,Reputational Risk,Operations,Head of ICT,11/16/23,5,5,25,Extreme,Standard internal controls in place,Moderate,0.5,12.5,High,Avoid,2/18/24,Closed,23 incidents/month, dataset
ERM-0375,Service Failure, Risk related to service failure,Reputational Risk,Strategy,Head of ICT,2/26/25,4,1,4,Low,Standard internal controls in place,Weak,0.25,3,Low,Avoid,3/18/26,Under Review,27 incidents/month, dataset
ERM-0376,Ransomware Attack, Risk related to ransomware attack,Cyber Risk,ICT,Compliance Officer,8/31/24,2,5,10,High,Standard internal controls in place,Strong,0.75,2.5,Low,Transfer,5/31/25,Open,15 incidents/month, dataset
ERM-0377,Negative Publicity, Risk related to negative publicity,Reputational Risk,Finance,Director Finance,4/13/25,5,3,15,Extreme,Standard internal controls in place,Strong,0.75,3.75,Low,Reduce,6/5/26,Mitigated,15 incidents/month, dataset
ERM-0378,Process Failure, Risk related to process failure,Operational Risk,Operations,Head of ICT,6/14/26,2,2,4,Low,Standard internal controls in place,Very Strong,0.9,0.4,Low,Avoid,8/25/23,Under Review,33 incidents/month, dataset
ERM-0379,Process Failure, Risk related to process failure,Operational Risk,Finance,Compliance Officer,2/4/23,5,1,5,Moderate,Standard internal controls in place,Moderate,0.5,2.5,Low,Transfer,6/1/24,Mitigated,15 incidents/month, dataset
ERM-0380,Phishing Attack, Risk related to phishing attack,Cyber Risk,Procurement,Internal Auditor,4/30/26,4,3,12,High,Standard internal controls in place,Weak,0.25,9,Moderate,Accept,12/28/25,Closed,12 incidents/month, dataset
ERM-0381,Revenue Instability, Risk related to revenue instability,Financial Risk,Finance,Director Finance,12/29/25,4,4,16,Extreme,Standard internal controls in place,Very Strong,0.9,1.6,Low,Avoid,6/14/24,Mitigated,0 incidents/month, dataset
ERM-0382,Revenue Instability, Risk related to revenue instability,Financial Risk,HR,HR Manager,11/1/25,3,4,12,High,Standard internal controls in place,Strong,0.75,3,Low,Transfer,7/28/24,Mitigated,49 incidents/month, dataset
ERM-0383,System Hacking, Risk related to system hacking,Cyber Risk,Finance,Director Finance,5/15/23,4,2,8,Moderate,Standard internal controls in place,Moderate,0.5,4,Low,Avoid,10/3/26,Open,48 incidents/month, dataset
ERM-0384,Supply Chain Disruption, Risk related to supply chain disruption,Operational Risk,Finance,Director Finance,4/15/26,3,4,12,High,Standard internal controls in place,Weak,0.25,9,Moderate,Reduce,1/28/23,Under Review,8 incidents/month, dataset
ERM-0385,Policy Misalignment, Risk related to policy misalignment,Strategic Risk,Operations,Operations Manager,11/6/25,2,5,10,High,Standard internal controls in place,Strong,0.75,2.5,Low,Reduce,7/2/23,Mitigated,48 incidents/month, dataset
ERM-0386,System Hacking, Risk related to system hacking,Cyber Risk,HR,Director Finance,9/21/26,4,4,16,Extreme,Standard internal controls in place,Weak,0.25,12,High,Avoid,6/23/23,Mitigated,34 incidents/month, dataset
ERM-0387,Data Breach, Risk related to data breach,Cyber Risk,Compliance,Director Finance,6/4/24,2,3,6,Moderate,Standard internal controls in place,Weak,0.25,4.5,Moderate,Reduce,11/22/26,Under Review,14 incidents/month, dataset
ERM-0388,Policy Misalignment, Risk related to policy misalignment,Strategic Risk,ICT,Internal Auditor,12/6/23,3,3,9,Moderate,Standard internal controls in place,Moderate,0.5,4.5,Moderate,Avoid,10/30/26,Open,27 incidents/month, dataset
ERM-0389,Process Failure, Risk related to process failure,Operational Risk,Finance,Head of ICT,10/25/23,2,4,8,Moderate,Standard internal controls in place,Moderate,0.5,4,Low,Avoid,5/3/24,Open,24 incidents/month, dataset
ERM-0390,Liquidity Shortfall, Risk related to liquidity shortfall,Financial Risk,ICT,HR Manager,2/21/26,4,4,16,Extreme,Standard internal controls in place,Strong,0.75,4,Low,Avoid,2/20/25,Under Review,41 incidents/month, dataset
ERM-0391,AML Violation, Risk related to aml violation,Compliance Risk,Finance,HR Manager,8/27/25,5,3,15,Extreme,Standard internal controls in place,Strong,0.75,3.75,Low,Accept,6/29/23,Closed,48 incidents/month, dataset
ERM-0392,System Hacking, Risk related to system hacking,Cyber Risk,HR,Internal Auditor,7/8/23,1,3,3,Low,Standard internal controls in place,Strong,0.75,0.75,Low,Transfer,2/13/25,Mitigated,10 incidents/month, dataset
ERM-0393,Data Breach, Risk related to data breach,Cyber Risk,Compliance,Compliance Officer,3/5/23,4,2,8,Moderate,Standard internal controls in place,Weak,0.25,6,Moderate,Transfer,12/21/23,Under Review,11 incidents/month, dataset
ERM-0394,Ransomware Attack, Risk related to ransomware attack,Cyber Risk,Procurement,Operations Manager,11/19/26,1,4,4,Low,Standard internal controls in place,Strong,0.75,1,Low,Transfer,7/5/24,Open,29 incidents/month, dataset
ERM-0395,Ransomware Attack, Risk related to ransomware attack,Cyber Risk,Compliance,Director Finance,10/15/23,4,2,8,Moderate,Standard internal controls in place,Strong,0.75,2,Low,Reduce,11/1/24,Closed,8 incidents/month, dataset
ERM-0396,Poor Strategic Decisions, Risk related to poor strategic decisions,Strategic Risk,Finance,Director Finance,12/30/25,1,2,2,Low,Standard internal controls in place,Very Strong,0.9,0.2,Low,Accept,9/16/26,Closed,49 incidents/month, dataset
ERM-0397,Negative Publicity, Risk related to negative publicity,Reputational Risk,Finance,Operations Manager,11/13/26,3,3,9,Moderate,Standard internal controls in place,Moderate,0.5,4.5,Moderate,Avoid,11/7/23,Closed,6 incidents/month, dataset
ERM-0398,Policy Misalignment, Risk related to policy misalignment,Strategic Risk,Compliance,Head of ICT,10/1/25,3,4,12,High,Standard internal controls in place,Weak,0.25,9,Moderate,Avoid,10/15/24,Open,43 incidents/month, dataset
ERM-0399,Negative Publicity, Risk related to negative publicity,Reputational Risk,Internal Audit,Head of ICT,11/26/23,5,5,25,Extreme,Standard internal controls in place,Strong,0.75,6.25,Moderate,Reduce,9/23/26,Under Review,11 incidents/month, dataset
ERM-0400,Reporting Non-compliance, Risk related to reporting non-compliance,Compliance Risk,Finance,Compliance Officer,1/29/23,5,2,10,High,Standard internal controls in place,Strong,0.75,2.5,Low,Accept,1/24/26,Closed,11 incidents/month, dataset
ERM-0401,Data Breach, Risk related to data breach,Cyber Risk,HR,Operations Manager,9/26/24,3,5,15,Extreme,Standard internal controls in place,Strong,0.75,3.75,Low,Reduce,6/3/24,Under Review,2 incidents/month, dataset
ERM-0402,Market Competition, Risk related to market competition,Strategic Risk,HR,Compliance Officer,11/2/24,1,3,3,Low,Standard internal controls in place,Very Strong,0.9,0.3,Low,Avoid,10/19/25,Under Review,16 incidents/month, dataset
ERM-0403,Credit Default Risk, Risk related to credit default Risk,Financial Risk,HR,Internal Auditor,3/8/25,3,3,9,Moderate,Standard internal controls in place,Moderate,0.5,4.5,Moderate,Accept,3/6/25,Open,21 incidents/month, dataset
ERM-0404,Exchange Rate Volatility, Risk related to exchange rate volatility,Financial Risk,Compliance,Director Finance,2/6/25,1,1,1,Low,Standard internal controls in place,Strong,0.75,0.25,Low,Transfer,8/23/25,Under Review,29 incidents/month, dataset
ERM-0405,Market Competition, Risk related to market competition,Strategic Risk,Strategy,Head of ICT,8/17/25,5,1,5,Moderate,Standard internal controls in place,Very Strong,0.9,0.5,Low,Transfer,10/28/25,Open,27 incidents/month, dataset
ERM-0406,Credit Default Risk, Risk related to credit default Risk,Financial Risk,Procurement,Director Finance,10/29/23,3,4,12,High,Standard internal controls in place,Strong,0.75,3,Low,Avoid,10/4/25,Under Review,45 incidents/month, dataset
ERM-0407,Negative Publicity, Risk related to negative publicity,Reputational Risk,HR,Operations Manager,7/14/25,2,5,10,High,Standard internal controls in place,Very Strong,0.9,1,Low,Reduce,11/4/23,Mitigated,11 incidents/month, dataset
ERM-0408,AML Violation, Risk related to aml violation,Compliance Risk,Procurement,Operations Manager,4/30/23,3,5,15,Extreme,Standard internal controls in place,Weak,0.25,11.25,High,Accept,12/26/23,Open,8 incidents/month, dataset
ERM-0409,Process Failure, Risk related to process failure,Operational Risk,ICT,Internal Auditor,9/21/23,2,2,4,Low,Standard internal controls in place,Weak,0.25,3,Low,Accept,8/16/25,Open,8 incidents/month, dataset
ERM-0410,Exchange Rate Volatility, Risk related to exchange rate volatility,Financial Risk,HR,Operations Manager,11/24/25,4,4,16,Extreme,Standard internal controls in place,Weak,0.25,12,High,Avoid,7/3/24,Closed,11 incidents/month, dataset
ERM-0411,Credit Default Risk, Risk related to credit default Risk,Financial Risk,Internal Audit,HR Manager,9/3/23,5,4,20,Extreme,Standard internal controls in place,Strong,0.75,5,Moderate,Avoid,10/2/23,Under Review,10 incidents/month, dataset
ERM-0412,AML Violation, Risk related to aml violation,Compliance Risk,Procurement,Compliance Officer,12/6/24,3,2,6,Moderate,Standard internal controls in place,Moderate,0.5,3,Low,Reduce,1/2/26,Mitigated,12 incidents/month, dataset
ERM-0413,Negative Publicity, Risk related to negative publicity,Reputational Risk,Compliance,Compliance Officer,9/17/26,3,2,6,Moderate,Standard internal controls in place,Very Strong,0.9,0.6,Low,Avoid,6/3/26,Mitigated,5 incidents/month, dataset
ERM-0414,Revenue Instability, Risk related to revenue instability,Financial Risk,Finance,Operations Manager,9/13/24,2,3,6,Moderate,Standard internal controls in place,Moderate,0.5,3,Low,Reduce,2/2/23,Under Review,22 incidents/month, dataset
ERM-0415,Poor Strategic Decisions, Risk related to poor strategic decisions,Strategic Risk,HR,Internal Auditor,4/6/26,2,2,4,Low,Standard internal controls in place,Weak,0.25,3,Low,Transfer,10/13/26,Open,18 incidents/month, dataset
ERM-0416,Data Breach, Risk related to data breach,Cyber Risk,HR,HR Manager,6/26/25,3,3,9,Moderate,Standard internal controls in place,Strong,0.75,2.25,Low,Avoid,10/5/24,Closed,12 incidents/month, dataset
ERM-0417,System Hacking, Risk related to system hacking,Cyber Risk,Compliance,Director Finance,7/31/24,1,1,1,Low,Standard internal controls in place,Strong,0.75,0.25,Low,Avoid,3/26/23,Open,43 incidents/month, dataset
ERM-0418,System Hacking, Risk related to system hacking,Cyber Risk,HR,Head of ICT,4/11/26,3,4,12,High,Standard internal controls in place,Moderate,0.5,6,Moderate,Transfer,7/24/23,Closed,35 incidents/month, dataset
ERM-0419,Liquidity Shortfall, Risk related to liquidity shortfall,Financial Risk,Finance,Operations Manager,4/29/25,5,1,5,Moderate,Standard internal controls in place,Very Strong,0.9,0.5,Low,Transfer,5/24/24,Closed,48 incidents/month, dataset
ERM-0420,Negative Publicity, Risk related to negative publicity,Reputational Risk,ICT,Operations Manager,10/30/24,3,4,12,High,Standard internal controls in place,Moderate,0.5,6,Moderate,Avoid,8/9/24,Open,37 incidents/month, dataset
ERM-0421,Process Failure, Risk related to process failure,Operational Risk,Operations,Operations Manager,3/28/25,4,3,12,High,Standard internal controls in place,Strong,0.75,3,Low,Avoid,3/23/26,Mitigated,16 incidents/month, dataset
ERM-0422,Supply Chain Disruption, Risk related to supply chain disruption,Operational Risk,Finance,Head of ICT,8/19/23,4,4,16,Extreme,Standard internal controls in place,Weak,0.25,12,High,Avoid,12/17/23,Under Review,27 incidents/month, dataset
ERM-0423,Customer Complaints, Risk related to customer complaints,Reputational Risk,Operations,Compliance Officer,3/15/23,3,3,9,Moderate,Standard internal controls in place,Weak,0.25,6.75,Moderate,Accept,6/21/24,Under Review,15 incidents/month, dataset
ERM-0424,Reporting Non-compliance, Risk related to reporting non-compliance,Compliance Risk,Strategy,HR Manager,4/4/23,4,4,16,Extreme,Standard internal controls in place,Very Strong,0.9,1.6,Low,Transfer,11/17/25,Closed,27 incidents/month, dataset
ERM-0425,Service Failure, Risk related to service failure,Reputational Risk,Strategy,Internal Auditor,7/25/25,5,4,20,Extreme,Standard internal controls in place,Strong,0.75,5,Moderate,Avoid,5/3/23,Open,32 incidents/month, dataset
ERM-0426,Service Failure, Risk related to service failure,Reputational Risk,Finance,Compliance Officer,4/24/25,4,5,20,Extreme,Standard internal controls in place,Moderate,0.5,10,High,Transfer,7/24/25,Closed,28 incidents/month, dataset
ERM-0427,Policy Misalignment, Risk related to policy misalignment,Strategic Risk,Finance,HR Manager,5/12/23,1,3,3,Low,Standard internal controls in place,Weak,0.25,2.25,Low,Avoid,8/13/23,Under Review,33 incidents/month, dataset
ERM-0428,Exchange Rate Volatility, Risk related to exchange rate volatility,Financial Risk,Strategy,HR Manager,10/14/24,4,1,4,Low,Standard internal controls in place,Very Strong,0.9,0.4,Low,Accept,4/6/24,Open,2 incidents/month, dataset
ERM-0429,Policy Misalignment, Risk related to policy misalignment,Strategic Risk,Internal Audit,Internal Auditor,3/14/25,5,3,15,Extreme,Standard internal controls in place,Very Strong,0.9,1.5,Low,Accept,7/8/25,Closed,24 incidents/month, dataset
ERM-0430,Phishing Attack, Risk related to phishing attack,Cyber Risk,HR,Director Finance,3/12/26,2,4,8,Moderate,Standard internal controls in place,Strong,0.75,2,Low,Reduce,6/6/26,Open,22 incidents/month, dataset
ERM-0431,Process Failure, Risk related to process failure,Operational Risk,HR,Compliance Officer,10/18/23,3,3,9,Moderate,Standard internal controls in place,Strong,0.75,2.25,Low,Accept,8/17/26,Closed,5 incidents/month, dataset
ERM-0432,Customer Complaints, Risk related to customer complaints,Reputational Risk,Internal Audit,Director Finance,6/30/26,3,3,9,Moderate,Standard internal controls in place,Weak,0.25,6.75,Moderate,Reduce,8/9/25,Mitigated,33 incidents/month, dataset
ERM-0433,AML Violation, Risk related to aml violation,Compliance Risk,Internal Audit,Internal Auditor,10/9/23,2,4,8,Moderate,Standard internal controls in place,Moderate,0.5,4,Low,Accept,5/8/25,Mitigated,13 incidents/month, dataset
ERM-0434,Exchange Rate Volatility, Risk related to exchange rate volatility,Financial Risk,HR,Operations Manager,7/13/23,2,2,4,Low,Standard internal controls in place,Moderate,0.5,2,Low,Reduce,6/18/23,Open,50 incidents/month, dataset
ERM-0435,Policy Misalignment, Risk related to policy misalignment,Strategic Risk,Procurement,Head of ICT,10/27/24,3,5,15,Extreme,Standard internal controls in place,Moderate,0.5,7.5,Moderate,Accept,3/10/25,Mitigated,40 incidents/month, dataset
ERM-0436,Customer Complaints, Risk related to customer complaints,Reputational Risk,Finance,Compliance Officer,8/2/24,4,5,20,Extreme,Standard internal controls in place,Weak,0.25,15,Extreme,Reduce,6/20/23,Mitigated,39 incidents/month, dataset
ERM-0437,Phishing Attack, Risk related to phishing attack,Cyber Risk,Strategy,Compliance Officer,11/28/24,5,4,20,Extreme,Standard internal controls in place,Moderate,0.5,10,High,Reduce,2/6/23,Under Review,6 incidents/month, dataset
ERM-0438,Exchange Rate Volatility, Risk related to exchange rate volatility,Financial Risk,Internal Audit,Internal Auditor,11/8/23,3,3,9,Moderate,Standard internal controls in place,Strong,0.75,2.25,Low,Transfer,10/25/23,Open,37 incidents/month, dataset
ERM-0439,Market Competition, Risk related to market competition,Strategic Risk,Internal Audit,Compliance Officer,6/11/23,2,5,10,High,Standard internal controls in place,Strong,0.75,2.5,Low,Reduce,12/1/24,Open,13 incidents/month, dataset
ERM-0440,AML Violation, Risk related to aml violation,Compliance Risk,HR,Compliance Officer,4/1/26,4,2,8,Moderate,Standard internal controls in place,Moderate,0.5,4,Low,Avoid,8/14/25,Open,13 incidents/month, dataset
ERM-0441,Credit Default Risk, Risk related to credit default Risk,Financial Risk,ICT,Director Finance,8/7/25,2,3,6,Moderate,Standard internal controls in place,Moderate,0.5,3,Low,Avoid,9/26/24,Open,16 incidents/month, dataset
ERM-0442,Human Error, Risk related to human error,Operational Risk,Operations,Operations Manager,8/3/25,5,3,15,Extreme,Standard internal controls in place,Moderate,0.5,7.5,Moderate,Transfer,11/29/24,Closed,19 incidents/month, dataset
ERM-0443,Data Breach, Risk related to data breach,Cyber Risk,Finance,HR Manager,6/1/23,4,2,8,Moderate,Standard internal controls in place,Moderate,0.5,4,Low,Accept,2/6/24,Mitigated,18 incidents/month, dataset
ERM-0444,Ransomware Attack, Risk related to ransomware attack,Cyber Risk,Internal Audit,Compliance Officer,11/5/24,4,5,20,Extreme,Standard internal controls in place,Moderate,0.5,10,High,Avoid,4/11/26,Closed,6 incidents/month, dataset
ERM-0445,Process Failure, Risk related to process failure,Operational Risk,Internal Audit,HR Manager,9/24/24,3,2,6,Moderate,Standard internal controls in place,Very Strong,0.9,0.6,Low,Reduce,3/18/25,Mitigated,37 incidents/month, dataset
ERM-0446,Reporting Non-compliance, Risk related to reporting non-compliance,Compliance Risk,Strategy,Compliance Officer,12/14/24,4,3,12,High,Standard internal controls in place,Very Strong,0.9,1.2,Low,Accept,4/6/26,Under Review,49 incidents/month, dataset
ERM-0447,Data Breach, Risk related to data breach,Cyber Risk,Internal Audit,Operations Manager,12/13/23,4,3,12,High,Standard internal controls in place,Weak,0.25,9,Moderate,Avoid,2/8/26,Mitigated,10 incidents/month, dataset
ERM-0448,Reporting Non-compliance, Risk related to reporting non-compliance,Compliance Risk,Internal Audit,Operations Manager,9/14/23,5,4,20,Extreme,Standard internal controls in place,Very Strong,0.9,2,Low,Avoid,2/4/26,Closed,35 incidents/month, dataset
ERM-0449,Policy Misalignment, Risk related to policy misalignment,Strategic Risk,Finance,Compliance Officer,7/16/26,2,4,8,Moderate,Standard internal controls in place,Very Strong,0.9,0.8,Low,Accept,1/21/24,Mitigated,31 incidents/month, dataset
ERM-0450,Service Failure, Risk related to service failure,Reputational Risk,Internal Audit,Director Finance,9/28/26,4,4,16,Extreme,Standard internal controls in place,Weak,0.25,12,High,Reduce,6/8/23,Closed,9 incidents/month, dataset
ERM-0451,Human Error, Risk related to human error,Operational Risk,Operations,HR Manager,11/12/25,4,5,20,Extreme,Standard internal controls in place,Strong,0.75,5,Moderate,Transfer,11/1/26,Open,11 incidents/month, dataset
ERM-0452,Process Failure, Risk related to process failure,Operational Risk,HR,Head of ICT,5/8/24,3,3,9,Moderate,Standard internal controls in place,Moderate,0.5,4.5,Moderate,Accept,12/28/25,Closed,4 incidents/month, dataset
ERM-0453,Supply Chain Disruption, Risk related to supply chain disruption,Operational Risk,Procurement,Head of ICT,6/7/26,4,4,16,Extreme,Standard internal controls in place,Weak,0.25,12,High,Avoid,7/17/25,Closed,29 incidents/month, dataset
ERM-0454,Service Failure, Risk related to service failure,Reputational Risk,ICT,Compliance Officer,9/13/26,3,5,15,Extreme,Standard internal controls in place,Moderate,0.5,7.5,Moderate,Transfer,11/12/25,Mitigated,49 incidents/month, dataset
ERM-0455,Ransomware Attack, Risk related to ransomware attack,Cyber Risk,ICT,Operations Manager,5/27/23,4,3,12,High,Standard internal controls in place,Strong,0.75,3,Low,Transfer,6/18/26,Closed,1 incidents/month, dataset
ERM-0456,Ransomware Attack, Risk related to ransomware attack,Cyber Risk,Operations,Director Finance,1/3/26,3,2,6,Moderate,Standard internal controls in place,Weak,0.25,4.5,Moderate,Accept,11/30/25,Mitigated,33 incidents/month, dataset
ERM-0457,Poor Strategic Decisions, Risk related to poor strategic decisions,Strategic Risk,ICT,Director Finance,11/11/26,5,3,15,Extreme,Standard internal controls in place,Weak,0.25,11.25,High,Transfer,2/2/26,Mitigated,14 incidents/month, dataset
ERM-0458,Reporting Non-compliance, Risk related to reporting non-compliance,Compliance Risk,Procurement,Operations Manager,1/2/23,4,5,20,Extreme,Standard internal controls in place,Strong,0.75,5,Moderate,Accept,8/25/25,Open,32 incidents/month, dataset
ERM-0459,Poor Strategic Decisions, Risk related to poor strategic decisions,Strategic Risk,Compliance,HR Manager,1/19/23,3,3,9,Moderate,Standard internal controls in place,Very Strong,0.9,0.9,Low,Avoid,4/26/25,Open,0 incidents/month, dataset
ERM-0460,Human Error, Risk related to human error,Operational Risk,ICT,Compliance Officer,4/21/26,1,5,5,Moderate,Standard internal controls in place,Very Strong,0.9,0.5,Low,Avoid,7/10/26,Mitigated,24 incidents/month, dataset
ERM-0461,Data Breach, Risk related to data breach,Cyber Risk,Procurement,Operations Manager,9/24/24,2,3,6,Moderate,Standard internal controls in place,Strong,0.75,1.5,Low,Avoid,4/18/24,Under Review,1 incidents/month, dataset
ERM-0462,Service Failure, Risk related to service failure,Reputational Risk,Internal Audit,Head of ICT,12/5/25,3,4,12,High,Standard internal controls in place,Moderate,0.5,6,Moderate,Accept,3/3/24,Closed,24 incidents/month, dataset
ERM-0463,Phishing Attack, Risk related to phishing attack,Cyber Risk,Procurement,Internal Auditor,2/18/25,4,2,8,Moderate,Standard internal controls in place,Strong,0.75,2,Low,Accept,6/3/24,Closed,12 incidents/month, dataset
ERM-0464,Process Failure, Risk related to process failure,Operational Risk,HR,Compliance Officer,8/4/23,4,3,12,High,Standard internal controls in place,Strong,0.75,3,Low,Accept,4/27/26,Open,3 incidents/month, dataset
ERM-0465,Poor Strategic Decisions, Risk related to poor strategic decisions,Strategic Risk,Finance,Director Finance,9/13/26,2,4,8,Moderate,Standard internal controls in place,Very Strong,0.9,0.8,Low,Accept,12/12/24,Open,38 incidents/month, dataset
ERM-0466,AML Violation, Risk related to aml violation,Compliance Risk,Strategy,Director Finance,5/28/23,2,4,8,Moderate,Standard internal controls in place,Moderate,0.5,4,Low,Accept,5/25/25,Open,9 incidents/month, dataset
ERM-0467,Supply Chain Disruption, Risk related to supply chain disruption,Operational Risk,Compliance,Operations Manager,2/16/25,3,3,9,Moderate,Standard internal controls in place,Very Strong,0.9,0.9,Low,Accept,8/24/25,Mitigated,42 incidents/month, dataset
ERM-0468,AML Violation, Risk related to aml violation,Compliance Risk,Compliance,HR Manager,12/30/25,3,4,12,High,Standard internal controls in place,Very Strong,0.9,1.2,Low,Accept,1/16/26,Under Review,42 incidents/month, dataset
ERM-0469,Service Failure, Risk related to service failure,Reputational Risk,ICT,HR Manager,8/24/25,5,4,20,Extreme,Standard internal controls in place,Strong,0.75,5,Moderate,Transfer,3/3/23,Mitigated,12 incidents/month, dataset
ERM-0470,Reporting Non-compliance, Risk related to reporting non-compliance,Compliance Risk,Internal Audit,HR Manager,1/20/25,3,4,12,High,Standard internal controls in place,Moderate,0.5,6,Moderate,Transfer,12/14/24,Mitigated,12 incidents/month, dataset
ERM-0471,Process Failure, Risk related to process failure,Operational Risk,Procurement,Head of ICT,5/26/23,4,3,12,High,Standard internal controls in place,Moderate,0.5,6,Moderate,Avoid,12/29/23,Under Review,15 incidents/month, dataset
ERM-0472,AML Violation, Risk related to aml violation,Compliance Risk,HR,Compliance Officer,12/29/24,5,3,15,Extreme,Standard internal controls in place,Very Strong,0.9,1.5,Low,Accept,3/8/26,Open,3 incidents/month, dataset
ERM-0473,Liquidity Shortfall, Risk related to liquidity shortfall,Financial Risk,Internal Audit,Internal Auditor,12/25/23,3,3,9,Moderate,Standard internal controls in place,Weak,0.25,6.75,Moderate,Accept,5/11/23,Under Review,48 incidents/month, dataset
ERM-0474,AML Violation, Risk related to aml violation,Compliance Risk,Strategy,Internal Auditor,6/4/23,2,4,8,Moderate,Standard internal controls in place,Strong,0.75,2,Low,Avoid,11/14/23,Mitigated,22 incidents/month, dataset
ERM-0475,Credit Default Risk, Risk related to credit default Risk,Financial Risk,Finance,Internal Auditor,10/15/25,3,4,12,High,Standard internal controls in place,Strong,0.75,3,Low,Reduce,10/21/26,Mitigated,19 incidents/month, dataset
ERM-0476,Market Competition, Risk related to market competition,Strategic Risk,Procurement,Operations Manager,3/16/26,5,4,20,Extreme,Standard internal controls in place,Moderate,0.5,10,High,Avoid,9/15/25,Closed,46 incidents/month, dataset
ERM-0477,Exchange Rate Volatility, Risk related to exchange rate volatility,Financial Risk,HR,Operations Manager,9/12/26,4,4,16,Extreme,Standard internal controls in place,Strong,0.75,4,Low,Avoid,2/18/23,Under Review,8 incidents/month, dataset
ERM-0478,Liquidity Shortfall, Risk related to liquidity shortfall,Financial Risk,ICT,Head of ICT,8/2/25,4,1,4,Low,Standard internal controls in place,Very Strong,0.9,0.4,Low,Avoid,7/14/24,Under Review,12 incidents/month, dataset
ERM-0479,Market Competition, Risk related to market competition,Strategic Risk,ICT,HR Manager,4/21/24,2,1,2,Low,Standard internal controls in place,Strong,0.75,0.5,Low,Avoid,9/5/24,Closed,18 incidents/month, dataset
ERM-0480,Policy Misalignment, Risk related to policy misalignment,Strategic Risk,Procurement,Compliance Officer,12/21/25,4,3,12,High,Standard internal controls in place,Strong,0.75,3,Low,Avoid,1/16/23,Under Review,41 incidents/month, dataset
ERM-0481,Poor Strategic Decisions, Risk related to poor strategic decisions,Strategic Risk,Compliance,Operations Manager,2/2/24,1,1,1,Low,Standard internal controls in place,Strong,0.75,0.25,Low,Accept,5/9/24,Closed,2 incidents/month, dataset
ERM-0482,Human Error, Risk related to human error,Operational Risk,Strategy,Compliance Officer,12/3/23,3,1,3,Low,Standard internal controls in place,Strong,0.75,0.75,Low,Reduce,9/27/23,Under Review,30 incidents/month, dataset
